hour,h3,rent,return,low_power_bike_count,soon_low_power_bike_count,normal_power_bike_count
0,8940e30869bffff,0.0,0.0,0.0,0.0,0.0
0,8940e3086c3ffff,0.0,0.0,0.0,1.0,8.0
0,8940e3086d3ffff,0.0,0.5,0.0,1.0,4.0
0,8940e3086d7ffff,0.0,0.0,0.0,0.0,0.0
0,8940e3086dbffff,0.0,0.0,0.0,0.0,0.0
0,8940e309453ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30948bffff,0.0,0.0,0.0,0.0,0.0
0,8940e309493ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30949bffff,0.0,0.0,0.0,0.5,5.0
0,8940e3094c3ffff,0.0,0.0,0.0,0.0,3.0
0,8940e3094cbffff,0.0,0.0,0.0,0.5,4.5
0,8940e3094cfffff,0.0,0.0,0.0,0.0,0.0
0,8940e3094d3ffff,0.0,0.0,0.0,0.0,0.0
0,8940e3094d7ffff,0.0,0.0,0.0,0.0,3.0
0,8940e3094dbffff,0.0,0.0,0.0,0.0,0.0
0,8940e309693ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30969bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b003ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b007ffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b00bffff,0.0,0.0,0.0,0.0,0.5
0,8940e30b00fffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b013ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b017ffff,1.0,0.0,0.0,0.0,2.0
0,8940e30b01bffff,1.0,0.5,0.0,1.0,5.5
0,8940e30b033ffff,0.0,1.0,0.0,1.0,4.0
0,8940e30b037ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b03bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b043ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b047ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b04bffff,1.0,0.0,0.0,0.0,4.0
0,8940e30b04fffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b053ffff,0.0,0.0,0.0,0.0,0.5
0,8940e30b057ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b05bffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b06bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b073ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b077ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b07bffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b08fffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b0a3ffff,0.0,0.5,0.0,1.0,7.0
0,8940e30b0a7ffff,0.0,0.0,0.0,1.0,8.5
0,8940e30b0abffff,1.0,0.5,0.0,1.0,4.0
0,8940e30b0afffff,0.0,1.0,0.0,2.0,9.0
0,8940e30b0b3ffff,0.0,0.0,0.0,0.0,2.0
0,8940e30b0b7ffff,0.0,0.0,0.0,0.0,2.5
0,8940e30b0bbffff,1.0,2.0,0.0,1.0,2.0
0,8940e30b0c3ffff,0.0,0.0,0.0,0.0,3.0
0,8940e30b0c7ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b0cbffff,0.0,0.5,0.0,0.0,2.0
0,8940e30b0cfffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b0d3ffff,0.0,0.0,0.0,0.0,0.5
0,8940e30b0d7ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b0dbffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b103ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b10bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b10fffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b113ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b11bffff,0.0,0.0,0.0,0.0,0.5
0,8940e30b12bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b13bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b143ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b147ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b14fffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b157ffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b163ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b16bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b16fffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b173ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b17bffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b183ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b18bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b193ffff,0.0,0.0,0.0,1.0,6.0
0,8940e30b19bffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b1c3ffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b1c7ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b1cfffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b1d3ffff,0.0,0.0,0.0,0.0,5.0
0,8940e30b1d7ffff,0.0,0.0,0.0,0.0,2.0
0,8940e30b1dbffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b203ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b207ffff,0.0,0.0,0.0,0.0,3.0
0,8940e30b20fffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b213ffff,0.0,0.0,0.0,0.0,2.0
0,8940e30b217ffff,0.0,0.0,0.0,1.0,8.0
0,8940e30b21bffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b223ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b22bffff,0.0,0.0,0.0,2.0,5.0
0,8940e30b233ffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b23bffff,0.0,0.0,0.0,0.0,1.0
0,8940e30b243ffff,0.0,0.5,0.0,0.0,5.0
0,8940e30b247ffff,0.0,0.0,0.0,0.0,0.5
0,8940e30b24bffff,2.0,2.0,0.0,1.0,5.5
0,8940e30b24fffff,1.0,0.5,0.0,1.0,9.0
0,8940e30b253ffff,0.0,1.0,0.0,0.0,3.0
0,8940e30b257ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30b25bffff,0.5,2.0,0.0,1.0,13.5
