hour,h3,rent,return,low_power_bike_count,soon_low_power_bike_count,normal_power_bike_count
0,8940e30869bffff,0.0,0.0,0.0,0.0,0.0
0,8940e3086c3ffff,0.2777777777777778,0.16666666666666666,0.0,1.1666666666666667,7.055555555555555
0,8940e3086d3ffff,0.1111111111111111,0.6111111111111112,0.2222222222222222,1.0555555555555556,3.9444444444444446
0,8940e3086d7ffff,0.0,0.0,0.0,0.0,0.375
0,8940e3086dbffff,0.0,0.0,0.0,0.0,0.1111111111111111
0,8940e309453ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30948bffff,0.0,0.0,0.0,0.0,0.0
0,8940e309493ffff,0.0,0.0,0.0,0.0,0.0
0,8940e30949bffff,0.16666666666666666,0.4444444444444444,0.05555555555555555,0.8333333333333334,4.888888888888889
0,8940e3094c3ffff,0.0,0.0,0.0,0.3888888888888889,3.2222222222222223
0,8940e3094cbffff,0.2777777777777778,0.2777777777777778,0.0,0.9444444444444444,4.333333333333333
0,8940e3094cfffff,0.0,0.0,0.0,0.09090909090909091,0.0
0,8940e3094d3ffff,0.0,0.0,0.0,0.0,0.05555555555555555
0,8940e3094d7ffff,0.16666666666666666,0.1111111111111111,0.0,0.5555555555555556,2.6666666666666665
0,8940e3094dbffff,0.0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555
0,8940e309693ffff,0.0,0.0,0.0,0.05555555555555555,0.6666666666666666
0,8940e30969bffff,0.0,0.0,0.0,0.0,0.0625
0,8940e30b003ffff,0.05555555555555555,0.0,0.0,0.0,0.4444444444444444
0,8940e30b007ffff,0.05555555555555555,0.0,0.0,0.2777777777777778,0.8333333333333334
0,8940e30b00bffff,0.05555555555555555,0.0,0.0,0.05555555555555555,0.6666666666666666
0,8940e30b00fffff,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.16666666666666666,1.0
0,8940e30b013ffff,0.0,0.0,0.0,0.0,0.16666666666666666
0,8940e30b017ffff,0.7777777777777778,1.0,0.16666666666666666,0.2777777777777778,2.0555555555555554
0,8940e30b01bffff,1.3888888888888888,0.6666666666666666,0.0,1.0555555555555556,5.5
0,8940e30b033ffff,0.5555555555555556,1.1111111111111112,0.05555555555555555,1.4444444444444444,3.9444444444444446
0,8940e30b037ffff,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.3888888888888889
0,8940e30b03bffff,0.3333333333333333,0.0,0.0,0.05555555555555555,0.7222222222222222
0,8940e30b043ffff,0.0,0.0,0.0,0.1111111111111111,0.3888888888888889
